file_id,segment_id,start,end,type,duration,changepoint_timestamp,msg,emotion,comments,summary
AUGMENT28,AUGMENT28_0001,28,83,text,56,-1,"Hey, have you seen the news about the pandemic recently?",neutral,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0002,28,57,text,30,-1,"Yeah, it's been getting worse.",neutral,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0003,28,63,text,36,88,I'm really worried about the future.,fear,"The speaker expresses their worry about the future, which shifts the tone from neutral to fearful. ",The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0004,28,80,text,53,-1,"I understand, but we just have to take it day by day.",trust,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0005,28,82,text,55,-1,That's true. Have you heard anything about the vaccine?,curiosity,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0006,28,116,text,89,-1,"Yeah, it's in development, but it might take a while before it's available to the public.",neutral,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0007,28,46,text,19,325,That's frustrating.,disappointment,"The speaker expresses frustration, which shifts the tone from neutral to disappointment. ",The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0008,28,121,text,94,-1,"Yeah, but we have to remember that the scientists are working hard to come up with a solution.",trust,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0009,28,87,text,60,440,You're right. It's just hard not to feel hopeless sometimes.,sadness,"The speaker expresses hopelessness, which shifts the tone from trust to sadness. ",The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0010,28,89,text,62,-1,I completely understand. We just have to keep pushing through.,encouragement,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0011,28,57,text,30,-1,"Thanks, I needed to hear that.",gratefulness,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0012,28,71,text,44,-1,Anytime. Is there anything I can do to help?,empathy,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0013,28,88,text,61,640,"Actually, yes. Can we schedule a video call to catch up soon?",joy,"The speaker expresses joy and requests to schedule a video call, which shifts the tone from sadness to happiness. ",The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0014,28,56,text,29,-1,"Of course, that sounds great!",excitement,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0015,28,64,text,37,-1,"Awesome, let's plan for this weekend.",happiness,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0016,28,45,text,18,-1,Sounds good to me!,affirmation,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0017,28,94,text,67,789,"Oh, before I forget, did you hear about the protest downtown today?",anticipation,"The speaker brings up a protest, which shifts the tone from happiness to anticipation and fear. ",The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0018,28,45,text,18,-1,"No, what happened?",curiosity,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT28,AUGMENT28_0019,28,110,text,83,-1,There was some violence and the police were involved. It was all over social media.,fear,,The conversation is about a pandemic and two friends discussing their worries and hopes about the situation. 
AUGMENT26,AUGMENT26_0001,26,40,text,15,-1,"Hey, what's up?",neutral,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0002,26,68,text,43,-1,"Not much, just thinking about the election.",anticipation,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0003,26,57,text,32,-1,"Yeah, it's been really divisive.",neutral,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0004,26,83,text,58,93,"I know, it's just hard to see eye-to-eye with some people.",anger,There is a shift in speaker's emotion as the man expresses his frustration and anger about not being able to see eye-to-eye with people. This affects the overall tone and could affect the outcome and relationship between the speakers. ,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0005,26,114,text,89,-1,I can understand that. Have you tried having conversations with people you disagree with?,neutral,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0006,26,77,text,52,242,"Yeah, but sometimes it feels like it's not worth it.",sadness,There is a shift in the speaker's emotion as the man expresses his sadness about feeling like it's not worth having conversations with people he disagrees with. This affects the overall mood and could affect the outcome and flow of the conversation. ,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0007,26,56,text,31,-1,I see where you're coming from.,neutral,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0008,26,90,text,65,327,It's just frustrating to constantly feel like I'm being attacked.,anger,"There is a shift in the speaker's emotion as the man expresses his frustration and anger again, this time about feeling attacked. This could potentially affect the outcome and relationship between the speakers. ",The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0009,26,133,text,108,393,"That's really tough, but don't give up hope. You never know which conversations could change someone's mind.",joy,There is a shift in speaker's emotion as the woman expresses hope and joy about the potential of conversations changing someone's mind. This affects the overall mood and could potentially affect the outcome and relationship between the speakers. ,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0010,26,109,text,84,-1,"I appreciate your positivity, but I just don't know if it's worth it to keep trying.",neutral,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0011,26,71,text,46,-1,"That's okay, you're entitled to feel that way.",neutral,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0012,26,50,text,25,-1,Thanks for understanding.,trust,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0013,26,77,text,52,660,Of course! Do you want to talk about something else?,neutral,There is a shift in topic as the woman asks if the man wants to talk about something else. This could potentially affect the flow and direction of the conversation. ,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0014,26,94,text,69,713,"Yeah, actually. Did you hear about the new restaurant on Main Street?",joy,"There is a shift in topic as the man brings up a new restaurant, which could potentially affect the flow and direction of the conversation. ",The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0015,26,72,text,47,-1,"No, I haven't. What kind of food do they serve?",curiosity,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0016,26,62,text,37,831,They serve authentic Italian cuisine.,joy,There is a shift in tone as the man responds with joy when talking about the restaurant's cuisine. This could potentially affect the overall mood and outcome of the conversation. ,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0017,26,89,text,64,-1,That sounds amazing. We should definitely check it out sometime.,joy,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0018,26,84,text,59,-1,"Yeah, that would be great. I heard they have amazing pizza.",joy,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT26,AUGMENT26_0019,26,75,text,50,-1,"Pizza is my weakness, so we definitely have to go.",joy,,The conversation is about the US election and trying to have conversations with people who have different opinions. 
AUGMENT27,AUGMENT27_0001,27,76,text,50,-1,"Hey, what do you think of the new Star Wars movie?",neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0002,27,67,text,41,-1,"I haven't watched it yet, what about you?",neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0003,27,78,text,52,93,"I did not enjoy it at all, it felt like a cash grab.",disgust,"There is a shift in the speaker's emotion and tone, as they express their dislike for the movie. This creates a negative energy in the conversation.",The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0004,27,63,text,37,146,Really? I thought it was pretty good.,surprise,There is a shift in the topic and the other speaker's surprise at the first speaker's negative opinion. This changes the direction of the conversation and introduces a new perspective.,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0005,27,97,text,71,184,"I disagree, the plot was weak and the characters were poorly developed.",anger,"There is a further shift in the speaker's emotion and tone, as they become angry and defensive about their opinion. This creates tension in the conversation.",The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0006,27,88,text,62,-1,"I didn't think it was that bad, but to each their own I guess.",neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0007,27,70,text,44,319,"You know what, let's just agree to disagree.",anticipation,"There is a shift in the topic and tone of the conversation, as both speakers agree to disagree and move on from the argument. This creates a sense of relief and anticipation for the next topic.",The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0008,27,73,text,47,-1,"Yeah, it's not worth getting into a fight over.",neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0009,27,94,text,68,412,"Speaking of fights, I heard about that brawl at the club last night.",fear,"There is a shift in the topic and tone, as the conversation moves to a topic of fear and concern about a recent brawl. This creates a new energy and mood in the conversation.",The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0010,27,76,text,50,-1,"Oh yeah, it was crazy. Glad we didn't go out then.",relief,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0011,27,65,text,39,-1,"Yeah, definitely dodged a bullet there.",agreement,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0012,27,56,text,30,-1,"So, what's up for the weekend?",anticipation,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0013,27,81,text,55,603,"I'm not sure yet, why don't we plan something together?",joy,"There is a shift in the topic and tone, as the conversation moves to planning something together for the weekend. This creates a positive and joyful atmosphere in the conversation.",The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0014,27,74,text,48,659,"Sounds like a plan, let's go hiking on Saturday.",anticipation,"There is a further shift in the topic and tone, as the conversation plans a specific activity for the weekend. This creates a sense of excitement and anticipation.",The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0015,27,68,text,42,-1,"That sounds great, I'll check if I'm free.",neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0016,27,47,text,21,-1,"Perfect, let me know.",trust,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0017,27,72,text,46,-1,"Will do. Hey, gotta go now, talk to you later!",neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0018,27,33,text,7,-1,See ya!,neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT27,AUGMENT27_0019,27,30,text,4,-1,Bye!,neutral,,The conversation is about two people discussing their opinions on the new Star Wars movie and making plans for the weekend.
AUGMENT29,AUGMENT29_0001,29,45,text,17,-1,"Hey, how are you?",neutral,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0002,29,63,text,35,-1,"I'm good, just finished my classes.",joy,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0003,29,60,text,32,-1,That's great! How was your exam?,anticipation,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0004,29,67,text,39,-1,"It was alright, I think I did decently.",neutral,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0005,29,57,text,29,-1,"Nice, I'm sure you did great.",trust,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0006,29,62,text,34,-1,"I hope so. So, what's up with you?",neutral,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0007,29,88,text,60,-1,"Not much, just trying to figure out what to do this weekend.",anticipation,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0008,29,89,text,61,260,Did you check out that new restaurant that opened up in town?,surprise,"There is a shift in the topic of conversation. The man introduces a new topic, the opening of a new restaurant, which changes the direction of the conversation.","The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0009,29,72,text,44,-1,"No, I haven't heard of it. What's it called?",neutral,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0010,29,93,text,65,-1,"It's called ""The Green Table"". I heard their food is really good.",joy,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0011,29,99,text,71,-1,"Oh, that sounds interesting. Maybe we should check it out this weekend.",anticipation,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0012,29,58,text,30,-1,"Sure, that sounds like a plan.",trust,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0013,29,93,text,65,541,"By the way, have you heard about the new covid cases in our area?",fear,"There is a shift in the tone and topic of the conversation. The woman brings up the topic of COVID-19, which changes the tone to one of worry and anxiety, and shifts the topic from weekend plans to pandemic concerns. This is a significant changepoint because it leads to a change in social norms and affects the conversation's outcome and goals. ","The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0014,29,48,text,20,-1,"No, what's going on?",neutral,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0015,29,91,text,63,-1,There's been a sharp increase in cases and I'm getting worried.,fear,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0016,29,103,text,75,-1,"Oh no, that's not good. Have you been taking all the necessary precautions?",concern,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0017,29,125,text,97,-1,"Yes, I've been wearing my mask and washing my hands regularly. But I still feel anxious about it.",anxiety,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0018,29,123,text,95,-1,"I understand, it's a difficult situation. We can avoid going out too much and be extra careful.",reassurance,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT29,AUGMENT29_0019,29,79,text,51,-1,"Yeah, that's a good idea. Thanks for understanding.",grateful,,"The conversation is about two friends catching up, talking about school and making plans for the weekend."
AUGMENT30,AUGMENT30_0001,30,58,text,29,-1,"Hey, how are you doing today?",neutral,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0002,30,61,text,32,-1,"I'm good, thanks! How about you?",joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0003,30,102,text,73,63,"I'm doing pretty well too! So, did you hear about the party this weekend?",anticipation,There is a shift in topic as one speaker brings up the party this weekend. This introduces the possibility of a social event occurring.,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0004,30,44,text,15,-1,"No, what party?",neutral,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0005,30,113,text,84,-1,"Oh, some friends of ours are throwing a big bash on Saturday night. You should come!",joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0006,30,72,text,43,-1,"Sounds fun, I'll definitely try to make it!",joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0007,30,58,text,29,-1,Great! It's going to be epic.,joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0008,30,64,text,35,312,"Wait, who all is going to be there?",fear,There is a shift in emotion as one speaker expresses fear about potential drama at the party. This introduces the possibility of negative outcomes at the event.,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0009,30,96,text,67,-1,Just some people from work and a few other friends. Why do you ask?,neutral,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0010,30,95,text,66,-1,"I don't know, I just don't want there to be any drama or anything.",fear,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0011,30,104,text,75,483,"Don't worry, it's going to be a chill night. We just want to have some fun!",trust,There is a shift in emotion as one speaker reassures the other and establishes trust that the party will be chill. This helps alleviate the fear expressed earlier and establishes a positive outlook for the event.,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0012,30,63,text,34,-1,"Okay, cool. I trust your judgment.",trust,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0013,30,66,text,37,-1,"Awesome, can't wait to see you there!",joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0014,30,84,text,55,-1,"Same here, it's been way too long since we've hung out.",anticipation,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0015,30,57,text,28,-1,Agreed! See you on Saturday.,joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0016,30,55,text,26,-1,"Sounds good, see you then!",joy,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0017,30,96,text,67,744,"Oh wait, before I forget, did you hear about Sarah getting engaged?",surprise,"There is a shift in topic as one speaker brings up the surprise engagement, which introduces a new topic of conversation.",The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0018,30,43,text,14,812,What?! No way!,surprise,There is a shift in emotion as both speakers express surprise about the engagement. This introduces a new emotion into the conversation.,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT30,AUGMENT30_0019,30,85,text,56,-1,"Yeah, it's crazy! She just posted about it on Instagram.",neutral,,The conversation is about a party that the speakers plan to attend and a surprise engagement.
AUGMENT31,AUGMENT31_0001,31,45,text,15,-1,"Hey, what's up?",neutral,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0002,31,90,text,60,-1,"Not much, just trying to find a good movie to watch tonight.",anticipation,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0003,31,65,text,35,-1,Have you seen anything good lately?,curiosity,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0004,31,109,text,79,113,"Actually, I watched this really intense movie about a serial killer last night.",fear,"There is a shift in the tone of the conversation as the man talks about the intense movie he watched about a serial killer, causing some fear in the woman.",The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0005,31,73,text,43,-1,"Oh wow, that sounds scary. Did you like it?",curiosity,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0006,31,92,text,62,237,It was definitely... unsettling. But I couldn't stop watching.,fascination,"There is a shift in the tone of the conversation as the man expresses his fascination with the movie, which contrasts with the previous fear.",The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0007,31,110,text,80,-1,"Haha, I know that feeling. Sometimes the scariest movies are the most addictive.",joy,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0008,31,102,text,72,381,"Yeah, I guess so. But the ending was pretty disappointing, to be honest.",disappointment,There is a shift in the tone of the conversation as the man expresses his disappointment with the ending of the movie.,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0009,31,69,text,39,-1,"Oh no, really? That's always the worst.",sympathy,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0010,31,76,text,46,494,"Yeah, I feel like I wasted 2 hours of my life.",disgust,There is a shift in the tone of the conversation as the man expresses disgust with feeling like he wasted his time watching the movie.,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0011,31,108,text,78,-1,"Ugh, I hate when that happens. Maybe we should just stick to comedies tonight.",suggestion,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0012,31,73,text,43,-1,Good idea. Do you have any recommendations?,curiosity,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0013,31,77,text,47,-1,"How about ""Bridesmaids""? It's always a classic.",joy,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0014,31,95,text,65,-1,"Yeah, I remember laughing a lot when I watched that. Let's do it.",agreeable,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0015,31,89,text,59,-1,Great! I'll order some pizza and we can make a night of it.,excitement,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0016,31,63,text,33,-1,Sounds perfect. See you in a bit.,neutral,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0017,31,43,text,13,-1,See you soon!,anticipation,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0018,31,62,text,32,-1,"Hey, one more thing before I go.",serious,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT31,AUGMENT31_0019,31,40,text,10,-1,What's up?,concern,,The conversation is about two friends trying to decide on a movie to watch.
AUGMENT32,AUGMENT32_0001,32,71,text,40,-1,"Hey, do you want to grab dinner tonight?",anticipation,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0002,32,61,text,30,-1,"Sure, where do you want to go?",neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0003,32,73,text,42,-1,How about that new Italian place downtown?,anticipation,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0004,32,82,text,51,-1,"Actually, I don't really feel like Italian tonight.",neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0005,32,82,text,51,167,"Oh, that's okay. Do you have any other suggestions?",neutral,There is a shift in the topic of the conversation. The man does not want to go to the Italian restaurant and it changes the course of the conversation.,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0006,32,97,text,66,219,"Yeah, there's a really good sushi place nearby. We could try that.",joy,There is a shift in the suggestion made by the man. He suggests a sushi restaurant which elicits a joyful response from the woman.,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0007,32,82,text,51,-1,"I'm not really in the mood for sushi, to be honest.",neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0008,32,76,text,45,-1,"Okay, well what are you in the mood for then?",neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0009,32,82,text,51,384,"Maybe something more casual, like burgers or pizza?",anticipation,There is a shift in the suggestion made by the woman. She suggests casual food instead of sushi which changes the plan for dinner.,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0010,32,100,text,69,-1,That sounds good. There's a great pizza place a few blocks from here.,joy,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0011,32,60,text,29,-1,"Perfect, let's go there then.",joy,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0012,32,84,text,53,-1,Sounds like a plan. What time do you want to meet up?,neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0013,32,46,text,15,-1,How about 7 pm?,neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0014,32,58,text,27,-1,Works for me. See you then!,joy,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0015,32,44,text,13,-1,See you soon.,neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0016,32,124,text,93,648,"Hey, I just got a text from my roommate. He needs me to help him move some furniture tonight.",surprise,There is a shift in the circumstances that affects the plan. The man received a text about helping his roommate which changes the plan for the evening.,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0017,32,78,text,47,-1,"Oh, okay. Does that mean we can't go for pizza?",neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0018,32,91,text,60,790,"Yeah, unfortunately. Can we reschedule for tomorrow instead?",trust,There is a shift in the proposal for rescheduling dinner for the next day which is met with trust and agreement from the woman.,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT32,AUGMENT32_0019,32,48,text,17,-1,"Sure, that works.",neutral,,The conversation is about two people discussing where to go for dinner but their preferences and plans change due to unforeseen circumstances.
AUGMENT33,AUGMENT33_0001,33,49,text,17,-1,"Hey, how are you?",neutral,,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0002,33,73,text,41,-1,"I'm doing well, just hanging out at home.",neutral,,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0003,33,82,text,50,-1,"That sounds nice, what have you been up to lately?",anticipation,,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0004,33,87,text,55,-1,"Not much, just trying to stay busy with work and stuff.",neutral,,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0005,33,76,text,44,167,"Yeah, I hear you. I've been so bored lately.",sadness,The shift in the tone and energy of the conversation occurs when the woman expresses her boredom and sadness. This adds an emotional element to the conversation and changes its overall feel.,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0006,33,60,text,28,212,"Oh no, what's been going on?",concern,The man's concern for the woman's well-being marks a shift in the speaker and tone of the conversation. He transitions from an observer to an active participant in the conversation and the overall tone becomes more supportive and concerned.,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0007,33,76,text,44,-1,"I don't know, I just feel stuck in this rut.",sadness,,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
AUGMENT33,AUGMENT33_0008,33,89,text,57,286,Have you thought about trying something new or different?,anticipation,The woman's excitement for trying something new marks a shift in the topic of the conversation. The discussion moves away from the speakers' current situations and towards a more positive and future-oriented subject.,"The conversation is about two people catching up and discussing their current situations. The conversation starts out neutral before shifting to topics related to emotions, such as sadness and joy."
